fecha,tmed,region
2011-05-04,12.85,CUY
2011-05-04,15.5,NOA
2011-05-04,15.1,NEA
2011-05-04,18.55,COM
2011-05-04,15.7,GBA
2011-05-04,14.6,CEN
2011-05-04,16.45,BAS
2011-05-04,16.25,PAT
2011-05-04,12.75,LIT
2011-05-05,15.75,CUY
2011-05-05,16.95,NOA
2011-05-05,17.15,NEA
2011-05-05,16.4,COM
2011-05-05,17.7,GBA
2011-05-05,17.75,CEN
2011-05-05,13.4,BAS
2011-05-05,12.05,PAT
2011-05-05,15.7,LIT
2011-05-06,14.25,CUY
2011-05-06,16.95,NOA
2011-05-06,17.85,NEA
2011-05-06,12.4,COM
2011-05-06,14.35,GBA
2011-05-06,16.2,CEN
2011-05-06,9.45,BAS
2011-05-06,14.0,PAT
2011-05-06,14.75,LIT
2011-05-07,18.75,NEA
2011-05-07,16.05,COM
2011-05-07,14.7,LIT
2011-05-07,19.15,CEN
2011-05-07,18.5,NOA
2011-05-07,12.45,PAT
2011-05-07,17.75,GBA
2011-05-07,16.5,CUY
2011-05-07,15.0,BAS
2011-05-08,12.75,CUY
2011-05-08,21.8,NOA
2011-05-08,23.15,NEA
2011-05-08,9.2,COM
2011-05-08,13.6,GBA
2011-05-08,15.5,CEN
2011-05-08,12.1,BAS
2011-05-08,7.7,PAT
2011-05-08,14.35,LIT
2011-05-09,12.8,CUY
2011-05-09,18.55,NOA
2011-05-09,19.6,NEA
2011-05-09,11.75,COM
2011-05-09,12.55,GBA
2011-05-09,14.9,CEN
2011-05-09,13.05,BAS
2011-05-09,13.5,PAT
2011-05-09,11.35,LIT
2011-05-10,15.35,LIT
2011-05-10,19.25,CEN
2011-05-10,18.9,BAS
2011-05-10,14.8,PAT
2011-05-10,11.3,COM
2011-05-10,11.9,CUY
2011-05-10,17.3,NOA
2011-05-10,21.3,NEA
2011-05-10,16.1,GBA
2011-05-11,15.0,CUY
2011-05-11,20.45,NOA
2011-05-11,24.15,NEA
2011-05-11,9.0,COM
2011-05-11,19.3,GBA
2011-05-11,19.8,CEN
2011-05-11,11.95,BAS
2011-05-11,12.5,PAT
2011-05-11,19.2,LIT
2011-05-12,13.95,CUY
2011-05-12,20.95,NOA
2011-05-12,22.85,NEA
2011-05-12,10.3,COM
2011-05-12,15.3,GBA
2011-05-12,17.65,CEN
2011-05-12,10.35,BAS
2011-05-12,10.7,PAT
2011-05-12,18.0,LIT
2011-05-13,14.85,CUY
2011-05-13,20.9,NOA
2011-05-13,20.9,NEA
2011-05-13,11.1,COM
2011-05-13,15.65,GBA
2011-05-13,18.2,CEN
2011-05-13,12.25,BAS
2011-05-13,10.05,PAT
2011-05-13,16.7,LIT
2011-05-14,15.95,CUY
2011-05-14,21.0,NOA
2011-05-14,19.65,NEA
2011-05-14,11.4,COM
2011-05-14,16.4,GBA
2011-05-14,17.55,CEN
2011-05-14,13.65,BAS
2011-05-14,9.8,PAT
2011-05-14,15.8,LIT
2011-05-15,15.75,CUY
2011-05-15,17.3,NOA
2011-05-15,17.25,NEA
2011-05-15,12.5,COM
2011-05-15,14.05,GBA
2011-05-15,14.15,CEN
2011-05-15,13.1,BAS
2011-05-15,10.8,PAT
2011-05-15,13.6,LIT
2011-05-16,13.7,CUY
2011-05-16,17.3,NOA
2011-05-16,16.6,NEA
2011-05-16,13.05,COM
2011-05-16,16.05,GBA
2011-05-16,15.15,CEN
2011-05-16,13.25,BAS
2011-05-16,15.65,PAT
2011-05-16,13.9,LIT
2011-05-17,16.7,CUY
2011-05-17,16.2,NOA
2011-05-17,17.2,NEA
2011-05-17,12.3,COM
2011-05-17,17.1,GBA
2011-05-17,15.95,CEN
2011-05-17,14.0,BAS
2011-05-17,13.75,PAT
2011-05-17,15.15,LIT
2011-05-18,13.45,CUY
2011-05-18,17.35,NOA
2011-05-18,19.25,NEA
2011-05-18,9.9,COM
2011-05-18,16.75,GBA
2011-05-18,16.45,CEN
2011-05-18,16.05,BAS
2011-05-18,11.6,PAT
2011-05-18,13.9,LIT
2011-05-19,17.6,GBA
2011-05-19,13.45,CUY
2011-05-19,18.05,NOA
2011-05-19,17.95,NEA
2011-05-19,11.1,COM
2011-05-19,15.8,LIT
2011-05-19,17.4,CEN
2011-05-19,16.4,BAS
2011-05-19,9.35,PAT
2011-05-20,17.55,NOA
2011-05-20,19.65,NEA
2011-05-20,7.0,COM
2011-05-20,18.2,LIT
2011-05-20,12.5,CUY
2011-05-20,10.25,BAS
2011-05-20,7.75,PAT
2011-05-20,18.5,GBA
2011-05-20,16.35,CEN
2011-05-21,8.2,CUY
2011-05-21,19.65,NOA
2011-05-21,21.0,NEA
2011-05-21,8.6,COM
2011-05-21,19.45,GBA
2011-05-21,17.9,CEN
2011-05-21,10.0,BAS
2011-05-21,7.7,PAT
2011-05-21,19.45,LIT
2011-05-22,11.0,CUY
2011-05-22,19.5,NOA
2011-05-22,24.85,NEA
2011-05-22,7.6,COM
2011-05-22,15.4,GBA
2011-05-22,17.65,CEN
2011-05-22,7.8,BAS
2011-05-22,3.45,PAT
2011-05-22,17.35,LIT
2011-05-23,8.65,CUY
2011-05-23,17.6,NOA
2011-05-23,23.55,NEA
2011-05-23,6.55,COM
2011-05-23,10.55,GBA
2011-05-23,13.5,CEN
2011-05-23,8.7,BAS
2011-05-23,13.95,PAT
2011-05-23,10.5,LIT
2011-05-24,10.9,LIT
2011-05-24,14.8,CEN
2011-05-24,11.6,BAS
2011-05-24,14.75,PAT
2011-05-24,8.25,COM
2011-05-24,12.9,CUY
2011-05-24,14.4,NOA
2011-05-24,22.3,NEA
2011-05-24,11.8,GBA
2011-05-25,12.5,CUY
2011-05-25,16.7,NOA
2011-05-25,18.55,NEA
2011-05-25,12.6,COM
2011-05-25,14.35,GBA
2011-05-25,14.2,CEN
2011-05-25,12.3,BAS
2011-05-25,9.5,PAT
2011-05-25,12.85,LIT
2011-05-26,11.7,CUY
2011-05-26,14.55,NOA
2011-05-26,14.65,NEA
2011-05-26,9.85,COM
2011-05-26,11.3,GBA
2011-05-26,13.35,CEN
2011-05-26,8.95,BAS
2011-05-26,8.65,PAT
2011-05-26,11.7,LIT
2011-05-27,11.2,CUY
2011-05-27,13.6,NOA
2011-05-27,14.75,NEA
2011-05-27,8.65,COM
2011-05-27,12.75,GBA
2011-05-27,10.1,CEN
2011-05-27,8.35,BAS
2011-05-27,15.55,PAT
2011-05-27,11.05,LIT
2011-05-28,8.6,CUY
2011-05-28,13.2,NOA
2011-05-28,13.0,NEA
2011-05-28,10.45,COM
2011-05-28,14.3,GBA
2011-05-28,12.95,CEN
2011-05-28,10.0,BAS
2011-05-28,10.5,PAT
2011-05-28,14.8,LIT
2011-05-29,9.05,CUY
2011-05-29,12.6,NOA
2011-05-29,14.3,NEA
2011-05-29,7.95,COM
2011-05-29,12.15,GBA
2011-05-29,11.15,CEN
2011-05-29,11.4,BAS
2011-05-29,6.2,PAT
2011-05-29,12.15,LIT
2011-05-30,11.6,CUY
2011-05-30,14.25,NOA
2011-05-30,18.6,NEA
2011-05-30,9.2,COM
2011-05-30,11.45,BAS
2011-05-30,13.15,CEN
2011-05-30,7.6,PAT
2011-05-30,13.85,GBA
2011-05-30,14.15,LIT
2011-05-31,10.0,CUY
2011-05-31,15.6,NOA
2011-05-31,19.15,NEA
2011-05-31,8.55,COM
2011-05-31,14.15,GBA
2011-05-31,13.05,CEN
2011-05-31,12.35,BAS
2011-05-31,9.55,PAT
2011-05-31,13.3,LIT
2011-06-01,8.05,PAT
2011-06-01,12.05,GBA
2011-06-01,10.95,CUY
2011-06-01,16.0,NOA
2011-06-01,11.5,BAS
2011-06-01,7.0,COM
2011-06-01,10.9,LIT
2011-06-01,11.2,CEN
2011-06-01,16.65,NEA
2011-06-02,12.8,CUY
2011-06-02,18.6,NOA
2011-06-02,19.75,NEA
2011-06-02,7.05,COM
2011-06-02,13.05,GBA
2011-06-02,15.55,CEN
2011-06-02,10.1,BAS
2011-06-02,5.15,PAT
2011-06-02,13.0,LIT
2011-06-03,9.6,CUY
2011-06-03,16.4,NOA
2011-06-03,18.3,NEA
2011-06-03,12.15,GBA
2011-06-03,3.3,PAT
2011-06-03,11.15,LIT
2011-06-03,11.8,CEN
2011-06-03,7.9,BAS
2011-06-03,6.5,COM
2011-06-04,7.65,CUY
2011-06-04,13.25,NOA
2011-06-04,13.65,NEA
2011-06-04,7.35,COM
2011-06-04,7.55,GBA
2011-06-04,10.0,CEN
2011-06-04,10.15,BAS
2011-06-04,4.9,PAT
2011-06-04,6.75,LIT
2011-06-05,9.35,CUY
2011-06-05,13.1,NOA
2011-06-05,12.9,NEA
2011-06-05,8.3,COM
2011-06-05,9.3,GBA
2011-06-05,13.2,CEN
2011-06-05,10.1,BAS
2011-06-05,4.6,PAT
2011-06-05,10.55,LIT
2011-06-06,11.0,CUY
2011-06-06,15.0,NOA
2011-06-06,15.45,NEA
2011-06-06,4.9,COM
2011-06-06,11.05,GBA
2011-06-06,11.8,CEN
2011-06-06,7.8,BAS
2011-06-06,7.35,PAT
2011-06-06,11.8,LIT
2011-06-07,8.7,CUY
2011-06-07,13.25,NOA
2011-06-07,13.4,NEA
2011-06-07,13.05,COM
2011-06-07,10.35,GBA
2011-06-07,11.95,CEN
2011-06-07,7.35,BAS
2011-06-07,10.35,PAT
2011-06-07,8.85,LIT
2011-06-08,8.3,CUY
2011-06-08,12.9,NOA
2011-06-08,13.3,NEA
2011-06-08,11.0,COM
2011-06-08,11.15,GBA
2011-06-08,12.6,CEN
2011-06-08,11.4,BAS
2011-06-08,11.5,PAT
2011-06-08,11.2,LIT
2011-06-09,12.4,CUY
2011-06-09,15.2,NOA
2011-06-09,11.95,NEA
2011-06-09,10.4,COM
2011-06-09,13.45,GBA
2011-06-09,12.6,CEN
2011-06-09,10.0,BAS
2011-06-09,7.65,PAT
2011-06-09,12.5,LIT
2011-06-10,12.7,CUY
2011-06-10,16.05,NOA
2011-06-10,12.95,NEA
2011-06-10,12.5,COM
2011-06-10,13.7,GBA
2011-06-10,16.4,CEN
2011-06-10,12.6,BAS
2011-06-10,11.8,PAT
2011-06-10,11.4,LIT
2011-06-11,13.35,CUY
2011-06-11,16.2,NOA
2011-06-11,15.4,NEA
2011-06-11,12.3,COM
2011-06-11,16.35,GBA
2011-06-11,14.65,CEN
2011-06-11,10.45,BAS
2011-06-11,9.5,PAT
2011-06-11,15.5,LIT
2011-06-12,12.95,CUY
2011-06-12,17.2,NOA
2011-06-12,19.2,NEA
2011-06-12,9.25,COM
2011-06-12,15.65,GBA
2011-06-12,14.9,CEN
2011-06-12,10.5,BAS
2011-06-12,8.0,PAT
2011-06-12,15.35,LIT
2011-06-13,9.7,CUY
2011-06-13,15.4,NOA
2011-06-13,17.3,NEA
2011-06-13,6.4,COM
2011-06-13,11.55,GBA
2011-06-13,9.85,CEN
2011-06-13,5.7,BAS
2011-06-13,10.25,PAT
2011-06-13,9.35,LIT
2011-06-14,7.55,CUY
2011-06-14,12.6,NOA
2011-06-14,19.9,NEA
2011-06-14,4.4,COM
2011-06-14,11.5,GBA
2011-06-14,9.25,CEN
2011-06-14,7.4,BAS
2011-06-14,7.65,PAT
2011-06-14,10.45,LIT
2011-06-15,8.2,CUY
2011-06-15,12.25,NOA
2011-06-15,21.3,NEA
2011-06-15,6.0,COM
2011-06-15,14.7,GBA
2011-06-15,13.8,CEN
2011-06-15,10.45,BAS
2011-06-15,8.1,PAT
2011-06-15,16.8,LIT
2011-06-16,14.95,NOA
2011-06-16,22.25,NEA
2011-06-16,7.3,COM
2011-06-16,17.85,LIT
2011-06-16,8.9,CUY
2011-06-16,9.4,BAS
2011-06-16,7.95,PAT
2011-06-16,17.85,GBA
2011-06-16,12.25,CEN
2011-06-17,9.2,CUY
2011-06-17,16.05,NOA
2011-06-17,22.75,NEA
2011-06-17,7.7,COM
2011-06-17,11.95,LIT
2011-06-17,13.0,CEN
2011-06-17,6.4,BAS
2011-06-17,5.0,PAT
2011-06-17,14.75,GBA
2011-06-18,8.8,CUY
2011-06-18,17.4,NOA
2011-06-18,23.05,NEA
2011-06-18,8.8,COM
2011-06-18,13.55,GBA
2011-06-18,13.45,CEN
2011-06-18,6.65,BAS
2011-06-18,11.4,PAT
2011-06-18,14.45,LIT
2011-06-19,8.9,CUY
2011-06-19,12.4,NOA
2011-06-19,25.7,NEA
2011-06-19,5.85,COM
2011-06-19,16.75,GBA
2011-06-19,14.8,CEN
2011-06-19,9.65,BAS
2011-06-19,8.35,PAT
2011-06-19,15.9,LIT
2011-06-20,11.55,CUY
2011-06-20,13.6,NOA
2011-06-20,24.15,NEA
2011-06-20,5.6,COM
2011-06-20,13.75,GBA
2011-06-20,13.2,CEN
2011-06-20,6.75,BAS
2011-06-20,5.6,PAT
2011-06-20,12.3,LIT
2011-06-21,10.85,CUY
2011-06-21,12.95,NOA
2011-06-21,20.9,NEA
2011-06-21,5.15,COM
2011-06-21,11.8,GBA
2011-06-21,9.45,CEN
2011-06-21,9.8,BAS
2011-06-21,11.15,PAT
2011-06-21,11.1,LIT
2011-06-22,11.3,LIT
2011-06-22,9.35,CEN
2011-06-22,9.5,BAS
2011-06-22,11.85,PAT
2011-06-22,5.6,COM
2011-06-22,6.75,CUY
2011-06-22,11.65,NOA
2011-06-22,17.3,NEA
2011-06-22,12.35,GBA
2011-06-23,7.5,CUY
2011-06-23,12.45,NOA
2011-06-23,12.6,NEA
2011-06-23,6.0,COM
2011-06-23,11.3,GBA
2011-06-23,9.95,CEN
2011-06-23,9.3,BAS
2011-06-23,9.6,PAT
2011-06-23,11.15,LIT
2011-06-24,6.0,CUY
2011-06-24,12.0,NOA
2011-06-24,9.5,NEA
2011-06-24,7.0,COM
2011-06-24,12.0,GBA
2011-06-24,10.0,CEN
2011-06-24,7.0,BAS
2011-06-24,4.5,PAT
2011-06-24,9.5,LIT
2011-06-25,4.15,CUY
2011-06-25,10.25,NOA
2011-06-25,11.55,NEA
2011-06-25,0.75,COM
2011-06-25,8.45,GBA
2011-06-25,7.75,CEN
2011-06-25,3.85,BAS
2011-06-25,3.75,PAT
2011-06-25,6.95,LIT
2011-06-26,3.6,CUY
2011-06-26,8.45,NOA
2011-06-26,7.9,NEA
2011-06-26,2.2,COM
2011-06-26,6.35,GBA
2011-06-26,4.75,CEN
2011-06-26,4.6,BAS
2011-06-26,11.85,PAT
2011-06-26,4.6,LIT
2011-06-27,3.9,CUY
2011-06-27,7.75,NOA
2011-06-27,6.3,NEA
2011-06-27,6.7,COM
2011-06-27,8.35,GBA
2011-06-27,7.55,CEN
2011-06-27,9.5,BAS
2011-06-27,8.55,PAT
2011-06-27,5.7,LIT
2011-06-28,5.35,CUY
2011-06-28,9.45,NOA
2011-06-28,8.0,NEA
2011-06-28,7.85,COM
2011-06-28,10.1,GBA
2011-06-28,7.65,CEN
2011-06-28,9.0,BAS
2011-06-28,4.35,PAT
2011-06-28,6.95,LIT
2011-06-29,7.8,LIT
2011-06-29,12.6,CEN
2011-06-29,9.7,BAS
2011-06-29,5.15,PAT
2011-06-29,11.3,COM
2011-06-29,6.1,CUY
2011-06-29,12.75,NOA
2011-06-29,10.2,NEA
2011-06-29,11.1,GBA
2011-06-30,6.9,CUY
2011-06-30,9.85,NOA
2011-06-30,13.95,NEA
2011-06-30,6.55,COM
2011-06-30,9.1,GBA
2011-06-30,7.3,CEN
2011-06-30,4.7,BAS
2011-06-30,1.05,PAT
2011-06-30,7.1,LIT
2011-07-01,4.75,CUY
2011-07-01,5.8,NOA
2011-07-01,10.2,NEA
2011-07-01,6.35,COM
2011-07-01,6.7,GBA
2011-07-01,6.25,CEN
2011-07-01,3.4,BAS
2011-07-01,3.3,PAT
2011-07-01,5.15,LIT
2011-07-02,4.25,CUY
2011-07-02,5.2,NOA
2011-07-02,7.2,NEA
2011-07-02,1.0,COM
2011-07-02,5.85,GBA
2011-07-02,5.9,CEN
2011-07-02,2.8,BAS
2011-07-02,5.25,PAT
2011-07-02,5.45,LIT
2011-07-03,2.45,CUY
2011-07-03,6.0,NOA
2011-07-03,6.5,NEA
2011-07-03,1.9,COM
2011-07-03,5.65,GBA
2011-07-03,5.45,CEN
2011-07-03,2.75,BAS
2011-07-03,8.15,PAT
2011-07-03,4.7,LIT
2011-07-04,3.0,CUY
2011-07-04,8.7,NOA
2011-07-04,7.15,NEA
2011-07-04,1.7,COM
2011-07-04,6.55,GBA
2011-07-04,6.6,CEN
2011-07-04,4.85,BAS
2011-07-04,5.55,PAT
2011-07-04,4.8,LIT
2011-07-05,4.95,CUY
2011-07-05,10.1,NOA
2011-07-05,7.95,NEA
2011-07-05,1.55,COM
2011-07-05,8.15,GBA
2011-07-05,8.8,CEN
2011-07-05,4.4,BAS
2011-07-05,5.9,PAT
2011-07-05,6.0,LIT
2011-07-06,6.0,CUY
2011-07-06,9.9,NOA
2011-07-06,8.05,NEA
2011-07-06,4.9,COM
2011-07-06,7.6,GBA
2011-07-06,8.0,CEN
2011-07-06,5.0,BAS
2011-07-06,11.4,PAT
2011-07-06,5.2,LIT
2011-07-07,7.6,CUY
2011-07-07,11.95,NOA
2011-07-07,8.75,NEA
2011-07-07,9.05,COM
2011-07-07,11.15,GBA
2011-07-07,10.7,CEN
2011-07-07,9.35,BAS
2011-07-07,14.4,PAT
2011-07-07,9.25,LIT
2011-07-08,10.65,CUY
2011-07-08,14.45,NOA
2011-07-08,9.65,NEA
2011-07-08,9.6,COM
2011-07-08,12.1,GBA
2011-07-08,13.65,CEN
2011-07-08,12.1,BAS
2011-07-08,13.45,PAT
2011-07-08,9.25,LIT
2011-07-09,13.4,CUY
2011-07-09,14.0,NOA
2011-07-09,13.3,NEA
2011-07-09,10.35,COM
2011-07-09,15.45,GBA
2011-07-09,16.65,CEN
2011-07-09,12.0,BAS
2011-07-09,11.65,PAT
2011-07-09,13.4,LIT
2011-07-10,16.65,NOA
2011-07-10,17.45,NEA
2011-07-10,10.8,COM
2011-07-10,12.65,LIT
2011-07-10,13.1,CUY
2011-07-10,14.9,BAS
2011-07-10,7.85,PAT
2011-07-10,13.95,GBA
2011-07-10,15.05,CEN
2011-07-11,10.9,CUY
2011-07-11,17.15,NOA
2011-07-11,17.2,NEA
2011-07-11,10.05,COM
2011-07-11,15.25,GBA
2011-07-11,16.4,CEN
2011-07-11,14.3,BAS
2011-07-11,9.8,PAT
2011-07-11,16.25,LIT
2011-07-12,13.25,CUY
2011-07-12,18.7,NOA
2011-07-12,24.4,NEA
2011-07-12,8.15,COM
2011-07-12,17.15,GBA
2011-07-12,15.2,CEN
2011-07-12,12.4,BAS
2011-07-12,11.3,PAT
2011-07-12,15.55,LIT
2011-07-13,11.0,CUY
2011-07-13,17.85,NOA
2011-07-13,23.8,NEA
2011-07-13,6.45,COM
2011-07-13,12.45,GBA
2011-07-13,15.1,CEN
2011-07-13,12.0,BAS
2011-07-13,11.65,PAT
2011-07-13,12.3,LIT
2011-07-14,14.95,CUY
2011-07-14,19.05,NOA
2011-07-14,24.25,NEA
2011-07-14,6.2,COM
2011-07-14,12.85,GBA
2011-07-14,19.25,CEN
2011-07-14,13.9,BAS
2011-07-14,11.5,PAT
2011-07-14,14.95,LIT
2011-07-15,15.1,CUY
2011-07-15,19.85,NOA
